UID,Name,Club,Position,Age,Average Transfer Value,Saves Parried,Saves Tipped,Saves Held,Save Percentage,Passes Completed per 90,Inteceptions per 90,Expected Save Percentage,Expected Goals pervented per 90,Average Rating,Games Win Ratio,Goals allowed Per 90,Total Saves Per 90,Key Passes Per 90,Passes attempted per 90,Pass Completion Ratio,Progressive Passes Per 90,Player Of The Match,Pens Saved Ratio,Salary
18097000,Dylan De Vocht - Belgian,Arendonk Sport - Antwerp Provincial Division,GK,24,£0.00,0.00,0.00,0.00,12.01,12.01,0,0,0,7.7,0.87,0.87,0.00,0,20.35,0.59,0,2.00,0,0.00
2000031035,Ruben Anthonissen - Belgian,KGS Bree-Beek - Limburg Provincial Division,GK,21,£0.00,0.00,0.00,0.00,12.15,12.15,0,-0.01,-0.01,7.09,1.29,1.29,0.00,0,20.15,0.6,0,1.00,0,0.00
2000039756,Niclas Kratzmann - German,Merten - German Lower Division,GK,21,£0.00,0.00,0.00,0.00,11.93,11.93,0,0,0,7.44,0.93,0.93,0.00,0,20,0.6,0,1.00,0,0.00
49061839,André Costa Da Silva - Angolan,Stade Sottevillais CC - French Regional 1 - Normandie - Group B,GK,22,£0.00,0.00,0.00,0.00,12.13,12.13,0,0,0,7.35,1.17,1.17,0.00,0,20.47,0.59,0,2.00,0,0.00
18089879,Yanno Vanwelkenhuysen - Belgian,VV Zepperen-Brustem - Belgian Third Amateur Division VV B,GK,27,£0.00,0.00,0.00,0.00,11.98,11.98,0,0,0,7.35,1.12,1.12,0.00,0,20,0.6,0,1.00,0,0.00
91203914,Paul Löhr - German,Kirchfeld - German Lower Division,GK,23,£0.00,0.00,0.00,0.00,12.05,12.05,0,0,0,7.47,1,1,0.00,0,20,0.6,0,0.00,0,0.00
18115915,Logan Charlo - Belgian,Pays Vert Ostiches-Ath - Belgian Third Amateur Division ACFF C,GK,23,£0.00,0.00,0.00,0.00,12.82,12.82,0,0,0,7.46,1.17,1.17,0.00,0,20.53,0.62,0,0.00,0,200.00
18083975,Dieter Creemers - Belgian,K Lutlommel VV - Limburg Provincial Division,GK,26,£0.00,0.00,0.00,0.00,12.06,12.06,0,0,0,7.26,1.26,1.26,0.00,0,20.3,0.59,0,3.00,0,0.00
18094629,Brent Callewaert - Belgian,KVC Ardooie - West-Flanders Provincial Division,GK,26,£0.00,0.00,0.00,0.00,11.98,11.98,0,0,0,7.59,1,1,0.00,0,20,0.6,0,1.00,0,0.00
18089350,Oussayd Belkouch - Moroccan,ASV Geel - Belgian Third Amateur Division VV B,GK,28,£0.00,0.00,0.00,0.00,12.39,12.39,0,0,0,7.36,1.02,1.02,0.00,0,20.48,0.6,0,2.00,0,0.00
18089496,Gio Fasco - Belgian,K Kalmthout SK - Antwerp Provincial Division,GK,26,£0.00,0.00,0.00,0.00,11.83,11.83,0,0,0,7.39,1.12,1.12,0.00,0,20,0.59,0,3.00,0,0.00
92092188,Lucas Hiemann - German,FSV Zwickau - German Regional Division Northeast,GK,25,£0.00,0.00,0.00,0.00,11.84,11.84,0,0,0,7.1,1.42,1.42,0.00,0,20,0.59,0,0.00,0,575.00
18111328,Wout Wijns - Belgian,VCE Mazenzele-Opwijk - Brabant Provincial Division (Fla),GK,24,£0.00,0.00,0.00,0.00,12.05,12.05,0,0,0,7.42,1.02,1.02,0.00,0,20,0.6,0,2.00,0,0.00
18074010,Kevin Frans - Belgian,KVE Drongen - East-Flanders Provincial Division,GK,28,£0.00,0.00,0.00,0.00,11.66,11.66,0,0,0,7.41,0.8,0.8,0.00,0,20,0.58,0,2.00,0,0.00
65042913,Jean-Noël Amonome - Gabonese,AS Arta - Djiboutian Premier Division,GK,26,£0.00,0.00,0.00,0.00,12.61,12.61,0,0,0,7.36,1.09,1.09,0.00,0,20.75,0.61,0,1.00,0,275.00
18097540,Olivier Djerdi - Belgian,FC Dadizele - West-Flanders Provincial Division,GK,26,£0.00,0.00,0.00,0.00,11.95,11.95,0,0,0,7.54,0.95,0.95,0.00,0,20,0.6,0,0.00,0,0.00
14182225,Juan Martín Boiero - Argentinian,Campora - Italian Promozione Calabria Grp.A,GK,28,£0.00,0.00,0.00,0.00,12,12,0,0,0,7.58,1,1,0.00,0,20,0.6,0,2.00,0,0.00
49047131,Guillaume Biévez - Belgian,Pays Vert Ostiches-Ath - Belgian Third Amateur Division ACFF C,GK,24,£0.00,0.00,0.00,0.00,11.76,11.76,0,0,0,7.3,1.07,1.07,0.00,0,20,0.59,0,2.00,0,475.00
2000058723,Senne Geerts - Belgian,KSK Wavria - Antwerp Provincial Division,GK,20,£0.00,0.00,0.00,0.00,12.24,12.24,0,0,0,7.29,1.05,1.05,0.00,0,20,0.61,0,2.00,0,0.00
2000062203,Emilio Milts - Belgian,Juve Hasselt - Limburg Provincial Division,GK,20,£0.00,0.00,0.00,0.00,12.35,12.35,0,0,0,7.35,1.12,1.12,0.00,0,20.45,0.6,0,0.00,0,0.00
2000088105,Mohamed Kamara - Sierra Leonean,Horoya AC - Guinean Premier Division,GK,25,£0.00,0.00,0.00,0.00,12.18,12.18,0,0,0,7.54,1.05,1.05,0.00,0,20.5,0.59,0,3.00,0,100.00
70104622,Tümay Yavuz - Turkish,Sporting Bruxelles - Brabant Provincial Division (Wal),GK,28,£0.00,0.00,0.00,0.00,12,12,0,0,0,7.27,1.16,1.16,0.00,0,20,0.6,0,1.00,0,0.00
29156427,Harry Wright - English,Witton - English Northern Premier League Division One West,GK,25,£0.00,0.00,0.00,0.00,11.79,11.79,0,0,0,7.22,1.36,1.36,0.00,0,20,0.59,0,0.00,0,0.00
2000082695,Martín Panetta - Argentinian,Atletico Bono - Italian Prima Categoria Sardegna Grp. C,GK,24,£0.00,0.00,0.00,0.00,11.6,11.6,0,0,0,7.55,1.12,1.12,0.00,0,20,0.58,0,1.00,0,0.00
14217175,Juré Marinovich - Argentinian,Ordino - Andorran First Division,GK,24,£0.00,0.00,0.00,0.00,12.21,12.21,0,0,0,7.37,0.97,0.97,0.00,0,20.54,0.59,0,0.00,1,25.00
18095106,Yoran Verdeyen - Belgian,KV Bonheiden - Antwerp Provincial Division,GK,26,£0.00,0.00,0.00,0.00,12.05,12.05,0,0,0,7.22,1.17,1.17,0.00,0,20,0.6,0,0.00,0,0.00
2000201267,Lowie Rombouts - Belgian,K Antonia FC - Antwerp Provincial Division,GK,20,£0.00,0.00,0.00,0.00,11.39,11.39,0,0,0,7.29,1.29,1.29,0.00,0,20,0.57,0,2.00,0,0.00
18082227,Guenael Mazzara - Belgian,RAF Oppagne-Weris - Luxembourg Provincial Division,GK,28,£0.00,0.00,0.00,0.00,12.18,12.18,0,0,0,7.21,1.09,1.09,0.00,0,20.38,0.6,0,1.00,0,0.00
37041387,Petar Stošković - Dutch,UNA - Dutch Derde Divisie B,GK,30,£0.00,2.00,0.00,1.00,13,13,0,-0.03,-0.03,7.35,0.8,0.8,0.00,0,20.6,0.63,0,0.00,0,0.00
2000027858,Tommy Jackson - English,Hanley - English Northern Premier League Division One West,GK,20,£0.00,0.00,0.00,0.00,11.07,11.07,0,0,0,7.26,1.1,1.1,0.00,0,20,0.55,0,2.00,0,0.00
2000024717,Gian Marco Fantoni - Italian,Nocerina - Italian Serie D Grp. G,GK,20,£0.00,0.00,0.00,0.00,11.7,11.7,0,0,0,7.07,1.28,1.28,0.00,0,20,0.58,0,0.00,0,400.00
2000108455,Niclas Rautinger - German,Feucht - German Div. Bavaria North,GK,20,£0.00,0.00,0.00,0.00,12.01,12.01,0,0,0,7.11,1.26,1.26,0.00,0,20.41,0.59,0,0.00,0,0.00
89051011,Hafed Al Droubi - Jordanian,Rayners Lane - English Combined Counties League Premier North,GK,29,£0.00,0.00,0.00,0.00,12.26,12.26,0,0,0,7.65,0.96,0.96,0.00,0,20.72,0.59,0,2.00,0,0.00
18077538,Jordy Mervilde - Belgian,KWS Club Lauwe - West-Flanders Provincial Division,GK,28,£0.00,2.00,1.00,0.00,11.83,11.83,0,0.04,0.04,7.55,0.95,0.95,0.00,0,19.95,0.59,0,4.00,0,0.00
18075302,Julien Compas - Belgian,Standard Bièvre - Namur Provincial Division,GK,29,£0.00,0.00,0.00,0.00,11.99,11.99,0,0,0,7.48,1.02,1.02,0.00,0,20.36,0.59,0,2.00,0,0.00
2000251767,Dean Easton - Scottish,Lochee Utd - Scottish Midlands League,GK,29,£0.00,0.00,0.00,0.00,12.3,12.3,0,0,0,7.46,0.95,0.95,0.00,0,20,0.62,0,1.00,0.33,0.00
85087275,Florent Maddaloni - French,Carnoux FC - French Regional 1 - Méditerranée,GK,29,£0.00,0.00,0.00,0.00,12.21,12.21,0,0,0,7.76,0.88,0.88,0.00,0,20,0.61,0,3.00,0,0.00
18095185,Cillian Erkens - Belgian,RC Waterloo - Brabant Provincial Division (Wal),GK,28,£0.00,2.00,1.00,0.00,11.99,11.99,0,-0.04,-0.04,7.22,1.48,1.48,0.00,0,20.88,0.57,0,0.00,0,0.00
43093956,Valerio Vimercati - Italian,Noah - Armenian High League,GK,29,£0.00,0.00,0.00,0.00,11.98,11.98,0,0,0,6.31,1.44,1.44,0.00,0,20.52,0.58,0,0.00,0,550.00
2000025003,Giovanni Bonagura - Italian,Gladiator - Italian Serie D Grp. G,GK,20,£0.00,0.00,0.00,0.00,12.03,12.03,0,0,0,7.15,1.14,1.14,0.00,0,20.37,0.59,0,1.00,0,450.00
55082900,Thierry Graça - Cape Verdean,Batuque - São Vicente Premier Division,GK,29,£0.00,0.00,0.00,0.00,11.77,11.77,0,0,0,6.93,1.35,1.35,0.00,0,20,0.59,0,0.00,0,20.00
18116174,Jeremie Sumbu Nganga - Belgian,ROFC Stockel - Brabant Provincial Division (Wal),GK,21,£0.00,3.00,1.00,0.00,12.51,12.51,0,0.02,0.02,7.57,1,1,0.00,0.02,20.02,0.62,0,3.00,0,0.00
18089770,Nicola Hanselaer - Belgian,Heikant Zele - East-Flanders Provincial Division,GK,26,£0.00,4.00,0.00,5.00,12.61,12.61,0,0.08,0.08,7.46,1,1,0.00,0,20.48,0.62,0,1.00,1,0.00
37071094,Jomar Gomes - Dutch,Barendrecht - Dutch Derde Divisie B,GK,24,£0.00,4.00,3.00,1.00,12.07,12.07,0,0.02,0.02,7.36,1.14,1.14,0.00,0,19.98,0.6,0,2.00,0,0.00
18110849,Edson Lopes - Belgian,KVK Svelta Melsele - East-Flanders Provincial Division,GK,23,£0.00,5.00,1.00,1.00,12.44,12.44,0,0.05,0.05,7.29,0.98,0.98,0.00,0,20.22,0.62,0,2.00,0,0.00
2000036520,Mathis Godet - French,ES Montilliers - French Regional Divisions,GK,20,£0.00,0.00,0.00,0.00,11.93,11.93,0,0,0,7.56,1.18,1.18,0.00,0,20,0.6,0,1.00,0,0.00
13117437,Felix Annan - Ghanaian,Carlton - English Northern Premier League Division One East,GK,29,£0.00,0.00,0.00,0.00,11.81,11.81,0,0,0,7.59,1,1,0.00,0,20,0.59,0,2.00,0,100.00
2000253032,Jordi Raul Alnonte Acevedo - Dominican Republic,TOGB - Dutch Derde Divisie B,GK,24,£0.00,8.00,1.00,3.00,11.32,11.32,0,0.05,0.05,6.62,1.52,1.52,0.00,0,20.54,0.55,0,1.00,0,0.00
18097604,Fabio Vandenbossche - Belgian,Merchtem United - Brabant Provincial Division (Fla),GK,25,£0.00,0.00,0.00,0.00,11.56,11.56,0,0,0,7.16,1.02,1.02,0.00,0,20,0.58,0,1.00,0,0.00
2000158497,Ibrahim Sesay - Sierra Leonean,Bo Rangers - Sierra Leonean Premier Division,GK,19,£0.00,9.00,3.00,5.00,12.14,12.14,0,0.04,0.04,7.15,1.38,1.38,0.00,0,20.31,0.6,0,1.00,1,100.00
2000063975,Adam Sakouane - Belgian,ROFC Stockel - Brabant Provincial Division (Wal),GK,20,£0.00,0.00,0.00,0.00,11.99,11.99,0.02,0,0,7.23,0.98,0.98,0.00,0.05,20.27,0.59,0.07,1.00,0,0.00
18095774,Robin Bradt - Belgian,VC Zwijnaarde - East-Flanders Provincial Division,GK,25,£0.00,0.00,0.00,0.00,11.66,11.66,0,0,0,7.32,1.2,1.2,0.00,0,20,0.58,0,0.00,0,0.00
18081898,Miguel Libbrecht - Belgian,KSK Steenbrugge - West-Flanders Provincial Division,GK,29,£0.00,0.00,0.00,0.00,12.15,12.15,0,0,0,7.12,1.32,1.32,0.00,0,20.49,0.59,0,2.00,0,0.00
18045361,Adrien Faidherbe - Belgian,ASE de Chastre - Brabant Provincial Division (Wal),GK,29,£0.00,0.00,0.00,0.00,12.2,12.2,0,0,0,7.77,0.98,0.98,0.00,0,20,0.61,0,3.00,0,0.00
52073652,Jack Boggs - Northern Irish,Strabane Ath - Northern Irish Ballymena Intermediate League B,GK,28,£0.00,16.00,2.00,4.00,12.43,12.43,0,-0.08,-0.08,6.99,1.33,1.33,0.00,0,20.62,0.6,0,2.00,0,0.00
18027236,Jordy Maes - Belgian,KFC Merelbeke - Belgian Second Amateur Division VV A,GK,30,£0.00,34.00,9.00,26.00,9.68,9.68,0,-0.25,-0.25,6.79,1.07,1.07,1.00,0.03,19.87,0.49,0,3.00,0.33,200.00
18115857,Wim Vanmarsenille - Belgian,Esperanza Pelt - Belgian Third Amateur Division VV B,GK,21,£0.00,38.00,19.00,24.00,10.82,10.82,0,0.17,0.17,6.95,0.76,0.76,2.00,0.03,21.53,0.5,0,4.00,0,0.00
2000279502,Diego Bairamjan - Belgian,Union Hutoise - Belgian Third Amateur Division ACFF D,GK,22,£0.00,45.00,14.00,17.00,12.62,12.62,0,-0.45,-0.45,6.28,1.7,1.7,2.00,0,21.83,0.58,0,0.00,0,200.00
19264240,Bryan - Brazilian,Institute - Playr-Fit Championship,GK,27,£0.00,48.00,12.00,23.00,12.14,12.14,0,0.01,0.01,6.71,0.99,0.99,2.00,0,21.06,0.58,0,1.00,1,75.00
18052066,Oguzhan Demirci - Turkish,KFC Anadol - Limburg Provincial Division,GK,29,£0.00,0.00,0.00,0.00,11.9,11.9,0,0,0,7.55,0.85,0.85,0.00,0,20,0.6,0,3.00,0,0.00
18076123,Andreas Smits - Belgian,K Sint-Job FC - Antwerp Provincial Division,GK,30,£0.00,0.00,0.00,0.00,11.83,11.83,0,0,0,7.12,1.29,1.29,0.00,0,20,0.59,0,3.00,0,0.00
2000057801,Charlie Woods - English,Quorn - English Northern Premier League Division One Mids,GK,20,£0.00,0.00,0.00,0.00,12.5,12.5,0,0,0,7.26,1.25,1.25,0.00,0,20.36,0.61,0,1.00,0,0.00
18095298,Maxim Figys - Belgian,KFC Voorde-Appelterre - Belgian Second Amateur Division VV A,GK,27,£0.00,50.00,21.00,31.00,11,11,0,-0.13,-0.13,6.67,1.3,1.3,2.00,0,19.7,0.56,0,5.00,0.2,210.00
13131417,Seck Diabagaté - Ivorian,RC Abidjan - Ivorian Ligue 1,GK,27,£0.00,51.00,12.00,28.00,11.2,11.2,0,0.31,0.31,6.84,1.01,1.01,2.00,0.05,19.11,0.59,0,2.00,0,0.00
2000125949,Romain Lambert - Belgian,RES Vaux-Noville - Luxembourg Provincial Division,GK,19,£0.00,0.00,0.00,0.00,12,12,0,0,0,7.4,1.15,1.15,0.00,0,20,0.6,0,1.00,0,0.00
2000005873,Galisteo - Spanish,Vianés - Spanish Federation Third Group 16,GK,25,£0.00,0.00,0.00,0.00,11.79,11.79,0,0,0,7.31,1.28,1.28,0.00,0,20,0.59,0,2.00,0,35.00
18082067,Chris Espeso - Belgian,Ganshoren - Belgian Second Amateur Division ACFF C,GK,29,£0.00,51.00,23.00,23.00,8.86,8.86,0,-0.14,-0.14,6.87,1.09,1.09,2.00,0.02,19.66,0.45,0,1.00,0,200.00
2000101321,Luca Pedretti - German,Worms - German Div. Rhineland-Palatinate/Saar,GK,22,£0.00,53.00,19.00,26.00,11.48,11.48,0,-0.32,-0.32,6.28,1.66,1.66,2.00,0,20.62,0.56,0,1.00,0,120.00
18078978,Jeffrey Pauwels - Belgian,Lille Utd - Belgian Second Amateur Division VV B,GK,28,£0.00,54.00,20.00,21.00,10.21,10.21,0,-0.02,-0.02,6.72,0.97,0.97,2.00,0.02,19.91,0.51,0,3.00,0,210.00
2000109461,Tobias Büchmann - German,Gifhorn - German Lower Division,GK,19,£0.00,0.00,0.00,0.00,11.56,11.56,0,0,0,6.62,1.51,1.51,0.00,0,20,0.58,0,0.00,0.5,0.00
2000104784,Domenico Moro - Italian,Sanremese - Italian Serie D Grp. A,GK,19,£0.00,0.00,0.00,0.00,11.97,11.97,0,0,0,6.76,1.51,1.51,0.00,0,20.81,0.58,0,0.00,0,190.00
2000098318,Matteo Raffaelli - Italian,L'Aquila - Italian Serie D Grp. F,GK,19,£0.00,0.00,0.00,0.00,11.7,11.7,0,0,0,7.34,1.19,1.19,0.00,0,20,0.58,0,2.00,0,190.00
18059743,Quentin Simonis - Belgian,R Herve FC - Liège Provincial Division,GK,30,£0.00,0.00,0.00,0.00,11.61,11.61,0,0,0,7.4,0.8,0.8,0.00,0,20,0.58,0,2.00,0,0.00
18058897,Simon Vandervelden - Belgian,ASS Montkainoise - Hainaut Provincial Division,GK,30,£0.00,0.00,0.00,0.00,11.86,11.86,0,0,0,7.14,1.27,1.27,0.00,0,20.39,0.58,0,0.00,0,0.00
37052472,Joost Meendering - Dutch,FC Lisse - Dutch Tweede Divisie,GK,26,£0.00,58.00,12.00,25.00,14.3,14.3,0,0.15,0.15,6.62,1.26,1.26,2.00,0.08,22.5,0.64,0,1.00,1,0.00
2000097965,Davide Franzini - Italian,Clodiense - Italian Serie D Grp. C,GK,19,£0.00,0.00,0.00,0.00,12.05,12.05,0,0,0,7.17,1.5,1.5,0.00,0,20.81,0.58,0,0.00,0,220.00
2000098473,Victor Gobbetti - Italian,Schio - Italian Eccellenza Veneto Grp.A,GK,19,£0.00,0.00,0.00,0.00,12.23,12.23,0,0,0,7.5,1.16,1.16,0.00,0,20,0.61,0,2.00,0,130.00
85078655,Christopher Dilo - French,AS Arta - Djiboutian Premier Division,GK,30,£0.00,0.00,0.00,0.00,12.45,12.45,0,0,0,7.46,1.19,1.19,0.00,0,20.47,0.61,0,3.00,0,230.00
18019967,Kasper Monné - Belgian,KV Hooikt - Antwerp Provincial Division,GK,30,£0.00,0.00,0.00,0.00,11.98,11.98,0,0,0,7.5,0.95,0.95,0.00,0,20,0.6,0,3.00,0,0.00
2000127640,Jarno Cacciatore - Belgian,RAS Monceau-Chätelet - Belgian Third Amateur Division ACFF C,GK,19,£0.00,0.00,0.00,0.00,12.07,12.07,0,0,0,7.18,1.32,1.32,0.00,0,20,0.6,0,0.00,0,200.00
2000032168,Enrico Piu - German,Reutlingen - German Div. Baden-Württemberg,GK,24,£0.00,58.00,29.00,30.00,12.13,12.13,0,0.04,0.04,6.44,1.4,1.4,3.00,0.05,21.41,0.57,0,1.00,0,170.00
12028905,Lassane Nikiéma - Burkinabé,De Dijk - Dutch Eerste Klasse A,GK,30,£0.00,0.00,0.00,0.00,12.63,12.63,0,0,0,7.5,1.06,1.06,0.00,0,20.77,0.61,0,1.00,0,0.00
52092104,Geoff McKinty - Northern Irish,Crewe Utd - Northern Irish Mid Ulster Intermediate A,GK,28,£0.00,59.00,18.00,43.00,10.62,10.62,0,-0.3,-0.3,6.23,2.08,2.08,3.00,0,22.43,0.47,0,0.00,0.25,0.00
29073661,David Hughes - Welsh,Bowers & Pitsea - English Isthmian League North Division,GK,30,£0.00,0.00,0.00,0.00,12.33,12.33,0,0,0,7.34,1.19,1.19,0.00,0,20,0.62,0,4.00,0,0.00
18093795,Yannick Van Zele - Belgian,RAS Saintoise - Brabant Provincial Division (Wal),GK,26,£0.00,0.00,0.00,0.00,12.07,12.07,0,0,0,7.32,0.88,0.88,0.00,0,20,0.6,0,0.00,0,0.00
18050403,Jeroen Hofmans - Belgian,KFC Zwarte Leeuw - Belgian Third Amateur Division VV B,GK,30,£0.00,0.00,0.00,0.00,12.02,12.02,0,0,0,7.62,0.95,0.95,0.00,0,20,0.6,0,6.00,0,200.00
2000098487,Leonardo Moccia - Italian,Palmese (NA) - Italian Serie D Grp. H,GK,19,£0.00,0.00,0.00,0.00,11.92,11.92,0,0,0,7.54,1.28,1.28,0.00,0,20,0.6,0,2.00,0,220.00
18083572,Quintijn Steelant - Belgian,RFC Wetteren - Belgian Second Amateur Division VV A,GK,27,£0.00,61.00,15.00,30.00,13.25,13.25,0,0.33,0.33,6.84,0.92,0.92,2.00,0.03,21.75,0.61,0,3.00,0.33,210.00
37058001,Mike van de Meulenhof - Dutch,Kozakken Boys - Dutch Tweede Divisie,GK,25,£0.00,62.00,15.00,29.00,11.64,11.64,0,0.05,0.05,6.6,1.16,1.16,2.00,0.05,21.54,0.54,0,1.00,0.17,0.00
50067511,Jérémy Brunerol - French,FC 2 Rives 82 - French Regional 1 - Occitanie - Group C,GK,30,£0.00,0.00,0.00,0.00,11.81,11.81,0,0,0,7.17,1.33,1.33,0.00,0,20,0.59,0,1.00,0,0.00
2000130018,Alessandro Casadei - Italian,Gambettola - Italian Eccellenza Emilia-Romagna Grp.B,GK,19,£0.00,0.00,0.00,0.00,11.79,11.79,0,0,0,7.09,1.3,1.3,0.00,0,20,0.59,0,2.00,0,130.00
43153068,Alessandro Livieri - Italian,Catania - Italian Serie C/C,GK,27,£0.00,65.00,18.00,27.00,11.24,11.24,0,0.06,0.06,6.67,1.13,1.13,2.00,0.03,21.89,0.51,0,4.00,0.4,"2,700.00"
37079076,Ischa Bouwman - Dutch,Noordwijk - Dutch Tweede Divisie,GK,21,£0.00,68.00,17.00,20.00,12.12,12.12,0,-0.09,-0.09,6.48,1.69,1.69,3.00,0.06,21.68,0.56,0,2.00,0,0.00
2000275952,Terence Madelaine - French,SU Dives - Cabourg - French National 3 - Group F,GK,18,£0.00,0.00,0.00,0.00,11.79,11.79,0,0,0,6.8,1.49,1.49,0.00,0,20,0.59,0,0.00,0,0.00
37062254,Kevin Truyts - Dutch,FC Berlaar-Heikant - Antwerp Provincial Division,GK,25,£0.00,69.00,16.00,36.00,13.1,13.1,0,0.01,0.01,6.63,1.47,1.47,3.00,0.15,21.8,0.6,0,4.00,0.25,0.00
18096678,Andreas Suederick - Belgian,RSD Jette - Belgian Second Amateur Division ACFF C,GK,24,£0.00,70.00,18.00,34.00,11.02,11.02,0,0.03,0.03,6.78,1.23,1.23,3.00,0.05,19.58,0.56,0,5.00,0,210.00
43266785,Gabriel Meli - Italian,Recanatese - Italian Serie C/B,GK,25,£0.00,71.00,19.00,38.00,12.37,12.37,0,-0.31,-0.31,6.51,1.51,1.51,3.00,0,24.07,0.51,0,1.00,0.17,775.00
18112597,Gillian Verbrugge - Belgian,Oudenaarde - Belgian Second Amateur Division VV A,GK,24,£0.00,73.00,18.00,34.00,8.82,8.82,0,0.05,0.05,6.25,1.72,1.72,3.00,0.03,20.74,0.43,0,1.00,0,200.00
2000189392,Lucas Alexandre - French,RES Acrenoise Lessines - Belgian Second Amateur Division ACFF C,GK,25,£0.00,90.00,17.00,31.00,10.21,10.21,0,-0.15,-0.15,6.29,1.71,1.71,3.00,0.05,21.76,0.47,0,0.00,0.43,85.00
2000219227,Juanpe - Spanish,U.E. Santa Coloma - Andorran First Division,GK,25,£0.00,0.00,0.00,0.00,11.67,11.67,0,0,0,7.29,1.24,1.24,0.00,0,20.42,0.57,0,2.00,0,20.00